username,project,package,complextype,method,NOP_method,CC_method,ATFD_method,FDP_method,CM_method,MAXNESTING_method,LOC_method,CYCLO_method,NMCS_method,NOLV_method,MaMCL_method,NOAV_method,LAA_method,FANOUT_method,CFNAMM_method,ATLD_method,CLNAMM_method,CINT_method,MeMCL_method,CDISP_method,NOII_type,NOAM_type,NOCS_type,NOM_type,NMO_type,ATFD_type,FANOUT_type,NOMNAMM_type,NOA_type,NIM_type,DIT_type,LOC_type,LOCNAMM_type,CFNAMM_type,TCC_type,NOPA_type,CBO_type,RFC_type,NOC_type,WMC_type,LCOM5_type,WOC_type,WMCNAMM_type,AMW_type,AMWNAMM_type,NOCS_package,NOMNAMM_package,NOI_package,LOC_package,NOM_package,NOPK_project,NOCS_project,NOI_project,NOM_project,NOMNAMM_project,LOC_project,isStatic_type,number_private_visibility_attributes,number_protected_visibility_attributes,number_package_visibility_attributes,num_final_attributes,num_static_attributes,number_public_visibility_methods,number_private_visibility_methods,number_protected_visibility_methods,number_package_visibility_methods,number_final_methods,number_abstract_methods,number_not_abstract_not_final_methods,number_static_methods,number_final_static_methods,number_final_not_static_methods,number_not_final_static_methods,number_not_final_not_static_methods,number_standard_design_methods,number_constructor_DefaultConstructor_methods,number_constructor_NotDefaultConstructor_methods,num_final_static_attributes,num_not_final_not_static_attributes,num_final_not_static_attributes,num_static_not_final_attributes,isStatic_method,is_long_method
2020_Team3,jasml-0.10,com.jasml.compiler,com.jasml.compiler.SourceCodeParser,"private void parseMethods() throws com.jasml.compiler.ParsingException, com.jasml.compiler.GrammerException",0,0,2,1,0,3,12,3,0,2,0,5,0.333333333,0,0,1,1,0,0,0,1,0,2,29,0,106,25,29,4,0,1,1371,1371,51,1,0,27,87,0,328,0.723214286,1,328,11.31034483,11.31034483,8,100,1,2639,109,4,48,1,245,233,6694,0,1,0,3,0,0,4,25,0,0,0,0,29,6,0,0,6,23,27,0,2,0,4,0,0,0,FALSE
2020_Team3,jasml-0.10,com.jasml.compiler,com.jasml.compiler.SourceCodeParser,"private void parseMethodAttributes(com.jasml.classes.Method, ArrayList#RAW, com.jasml.compiler.SourceCodeParser.LabeledInstructions, com.jasml.classes.Attribute_Code, ArrayList#RAW) throws com.jasml.compiler.GrammerException, com.jasml.compiler.ParsingException",5,0,9,2,0,4,48,10,0,6,0,17,0.166666667,1,3,2,6,3,0,0.333333333,1,0,2,29,0,106,25,29,4,0,1,1371,1371,51,1,0,27,87,0,328,0.723214286,1,328,11.31034483,11.31034483,8,100,1,2639,109,4,48,1,245,233,6694,0,1,0,3,0,0,4,25,0,0,0,0,29,6,0,0,6,23,27,0,2,0,4,0,0,0,FALSE
2020_Team3,jasml-0.10,com.jasml.compiler,com.jasml.compiler.JavaClassDumpper,private void dumpAttribute(com.jasml.classes.Attribute) throws java.io.IOException,1,0,43,12,0,5,96,20,0,12,0,56,0.022727273,0,0,1,1,0,0,0,0,0,0,10,0,96,1,10,3,0,1,243,243,1,1,0,28,12,0,47,0.481481481,1,47,4.7,4.7,8,100,1,2639,109,4,48,1,245,233,6694,0,0,0,3,0,0,2,8,0,0,0,0,10,0,0,0,0,10,9,0,1,0,3,0,0,0,TRUE
2020_Team3,jasml-0.10,com.jasml.compiler,com.jasml.compiler.Scanner,private static void delComment(char[]) throws com.jasml.compiler.ParsingException,1,0,0,0,0,4,47,18,0,8,0,8,0,0,0,0,1,0,0,0,1,8,0,32,0,2,1,24,11,0,1,590,550,2,0.458333333,0,3,34,0,174,0.7771261,0.578947368,166,5.4375,6.916666667,8,100,1,2639,109,4,48,1,245,233,6694,0,22,0,1,1,1,19,13,0,0,0,0,32,5,0,0,5,27,20,0,4,1,22,0,0,1,FALSE
2020_Team3,jasml-0.10,com.jasml.compiler,com.jasml.compiler.SourceCodeParser,private void parseMaxStackOrLocals(com.jasml.classes.Attribute_Code) throws com.jasml.compiler.ParsingException,1,0,8,3,0,3,23,7,0,2,0,13,0.272727273,1,4,3,2,8,0,0.125,1,0,2,29,0,106,25,29,4,0,1,1371,1371,51,1,0,27,87,0,328,0.723214286,1,328,11.31034483,11.31034483,8,100,1,2639,109,4,48,1,245,233,6694,0,1,0,3,0,0,4,25,0,0,0,0,29,6,0,0,6,23,27,0,2,0,4,0,0,0,FALSE
2020_Team4,jasml-0.10,com.jasml.compiler,com.jasml.compiler.Scanner,public static void main(java.lang.String[]) throws java.lang.Exception,1,0,0,0,0,3,16,4,0,3,0,5,1,0,0,4,4,0,0,0,1,8,0,32,0,2,1,24,11,0,1,590,550,2,0.458333333,0,3,34,0,174,0.7771261,0.578947368,166,5.4375,6.916666667,8,100,1,2639,109,4,48,1,245,233,6694,0,22,0,1,1,1,19,13,0,0,0,0,32,5,0,0,5,27,20,0,4,1,22,0,0,1,FALSE
2020_Team4,jasml-0.10,com.jasml.compiler,com.jasml.compiler.SourceCodeParser,"private com.jasml.classes.Method parseMethod() throws com.jasml.compiler.ParsingException, com.jasml.compiler.GrammerException",0,0,10,3,0,3,33,6,0,6,0,23,0.294117647,5,6,5,3,6,0,0.833333333,1,0,2,29,0,106,25,29,4,0,1,1371,1371,51,1,0,27,87,0,328,0.723214286,1,328,11.31034483,11.31034483,8,100,1,2639,109,4,48,1,245,233,6694,0,1,0,3,0,0,4,25,0,0,0,0,29,6,0,0,6,23,27,0,2,0,4,0,0,0,FALSE
2020_Team4,jasml-0.10,com.jasml.compiler,com.jasml.compiler.SourceCodeParser,private void preprocessConstantValues() throws com.jasml.compiler.ParsingException,0,0,0,0,0,2,20,5,0,1,0,7,1,3,8,6,2,8,0,0.375,1,0,2,29,0,106,25,29,4,0,1,1371,1371,51,1,0,27,87,0,328,0.723214286,1,328,11.31034483,11.31034483,8,100,1,2639,109,4,48,1,245,233,6694,0,1,0,3,0,0,4,25,0,0,0,0,29,6,0,0,6,23,27,0,2,0,4,0,0,0,FALSE
2020_Team4,jasml-0.10,com.jasml.compiler,com.jasml.compiler.SourceCodeParser,"private void parseClassAttributes() throws com.jasml.compiler.GrammerException, com.jasml.compiler.ParsingException",0,0,3,2,0,3,19,4,0,4,0,10,0.5,1,3,3,2,3,0,0.333333333,1,0,2,29,0,106,25,29,4,0,1,1371,1371,51,1,0,27,87,0,328,0.723214286,1,328,11.31034483,11.31034483,8,100,1,2639,109,4,48,1,245,233,6694,0,1,0,3,0,0,4,25,0,0,0,0,29,6,0,0,6,23,27,0,2,0,4,0,0,0,FALSE
2020_Team4,jasml-0.10,com.jasml.compiler,com.jasml.compiler.ConstantPoolGenerator,"private int addMethodNameAndType(java.lang.String, java.lang.String, java.lang.String) ",3,0,0,0,0,2,19,2,0,7,0,10,1,2,3,3,3,3,0,0.666666667,0,1,0,25,0,11,14,24,6,0,1,312,304,16,1,0,15,41,0,62,0.701388889,0.923076923,61,2.48,2.541666667,8,100,1,2639,109,4,48,1,245,233,6694,0,6,0,0,0,0,13,12,0,0,0,0,25,1,0,0,1,24,23,0,1,0,6,0,0,0,FALSE
2020_Team4,jasml-0.10,com.jasml.compiler,com.jasml.compiler.SourceCodeParser,"private void updateLabelLinks(Hashtable#RAW, ArrayList#RAW) throws com.jasml.compiler.GrammerException",2,0,25,2,0,3,58,26,0,9,0,36,0,1,1,0,1,1,0,1,1,0,2,29,0,106,25,29,4,0,1,1371,1371,51,1,0,27,87,0,328,0.723214286,1,328,11.31034483,11.31034483,8,100,1,2639,109,4,48,1,245,233,6694,0,1,0,3,0,0,4,25,0,0,0,0,29,6,0,0,6,23,27,0,2,0,4,0,0,0,TRUE
2020_Team4,jasml-0.10,com.jasml.compiler,com.jasml.compiler.Scanner,private void consumeDigits(),0,0,0,0,0,2,9,4,0,1,0,2,1,0,0,1,2,0,0,0,1,8,0,32,0,2,1,24,11,0,1,590,550,2,0.458333333,0,3,34,0,174,0.7771261,0.578947368,166,5.4375,6.916666667,8,100,1,2639,109,4,48,1,245,233,6694,0,22,0,1,1,1,19,13,0,0,0,0,32,5,0,0,5,27,20,0,4,1,22,0,0,0,FALSE
2020_Team4,jasml-0.10,com.jasml.compiler,com.jasml.compiler.Scanner,private void skipSpaces(),0,0,0,0,0,2,10,4,0,1,0,2,1,0,0,1,2,0,0,0,1,8,0,32,0,2,1,24,11,0,1,590,550,2,0.458333333,0,3,34,0,174,0.7771261,0.578947368,166,5.4375,6.916666667,8,100,1,2639,109,4,48,1,245,233,6694,0,22,0,1,1,1,19,13,0,0,0,0,32,5,0,0,5,27,20,0,4,1,22,0,0,0,FALSE
2020_Team4,jasml-0.10,com.jasml.compiler,com.jasml.compiler.SourceCodeParser,"private com.jasml.classes.Field parseField() throws com.jasml.compiler.ParsingException, com.jasml.compiler.GrammerException",0,0,1,1,0,3,76,19,0,9,0,17,0.857142857,5,16,6,6,16,0,0.3125,1,0,2,29,0,106,25,29,4,0,1,1371,1371,51,1,0,27,87,0,328,0.723214286,1,328,11.31034483,11.31034483,8,100,1,2639,109,4,48,1,245,233,6694,0,1,0,3,0,0,4,25,0,0,0,0,29,6,0,0,6,23,27,0,2,0,4,0,0,0,TRUE
2020_Team4,jasml-0.10,com.jasml.compiler,com.jasml.compiler.SourceCodeParser,"private com.jasml.compiler.SourceCodeParser.LabeledInstructions parseMethodInstructions(com.jasml.classes.Method) throws com.jasml.compiler.ParsingException, com.jasml.compiler.GrammerException",1,0,56,2,0,6,523,139,0,25,0,105,0.3,7,19,24,6,19,0,0.368421053,1,0,2,29,0,106,25,29,4,0,1,1371,1371,51,1,0,27,87,0,328,0.723214286,1,328,11.31034483,11.31034483,8,100,1,2639,109,4,48,1,245,233,6694,0,1,0,3,0,0,4,25,0,0,0,0,29,6,0,0,6,23,27,0,2,0,4,0,0,0,TRUE
2020_Team4,jasml-0.10,com.jasml.compiler,com.jasml.compiler.SourceCodeParser,"private void parseClass() throws com.jasml.compiler.ParsingException, com.jasml.compiler.GrammerException",0,0,3,2,0,2,18,4,0,0,0,10,0.666666667,3,2,6,6,4,0,0.75,1,0,2,29,0,106,25,29,4,0,1,1371,1371,51,1,0,27,87,0,328,0.723214286,1,328,11.31034483,11.31034483,8,100,1,2639,109,4,48,1,245,233,6694,0,1,0,3,0,0,4,25,0,0,0,0,29,6,0,0,6,23,27,0,2,0,4,0,0,0,FALSE
2020_Team4,jasml-0.10,com.jasml.compiler,com.jasml.compiler.SourceCodeParser,private void parseClassSignature() throws com.jasml.compiler.ParsingException,0,0,5,1,0,5,40,10,0,2,0,16,0.583333333,4,7,7,1,8,0,0.5,1,0,2,29,0,106,25,29,4,0,1,1371,1371,51,1,0,27,87,0,328,0.723214286,1,328,11.31034483,11.31034483,8,100,1,2639,109,4,48,1,245,233,6694,0,1,0,3,0,0,4,25,0,0,0,0,29,6,0,0,6,23,27,0,2,0,4,0,0,0,FALSE
2020_Team4,jasml-0.10,com.jasml.compiler,com.jasml.compiler.SourceCodeParser,"private void parseFields() throws com.jasml.compiler.ParsingException, com.jasml.compiler.GrammerException",0,0,2,1,0,3,12,3,0,2,0,5,0.333333333,0,0,1,1,0,0,0,1,0,2,29,0,106,25,29,4,0,1,1371,1371,51,1,0,27,87,0,328,0.723214286,1,328,11.31034483,11.31034483,8,100,1,2639,109,4,48,1,245,233,6694,0,1,0,3,0,0,4,25,0,0,0,0,29,6,0,0,6,23,27,0,2,0,4,0,0,0,FALSE
2020_Team4,jasml-0.10,com.jasml.compiler,com.jasml.compiler.SourceCodeParser,"private void parseMajorOrMinor() throws com.jasml.compiler.GrammerException, com.jasml.compiler.ParsingException",0,0,4,2,0,4,23,6,0,2,0,8,0.428571429,1,3,3,2,3,0,0.333333333,1,0,2,29,0,106,25,29,4,0,1,1371,1371,51,1,0,27,87,0,328,0.723214286,1,328,11.31034483,11.31034483,8,100,1,2639,109,4,48,1,245,233,6694,0,1,0,3,0,0,4,25,0,0,0,0,29,6,0,0,6,23,27,0,2,0,4,0,0,0,FALSE
2020_Team4,jasml-0.10,com.jasml.compiler,com.jasml.compiler.SourceCodeParser,"private void parseMethodSignature(com.jasml.classes.Method, ArrayList#RAW) throws com.jasml.compiler.ParsingException, com.jasml.compiler.GrammerException",2,0,5,3,0,4,59,14,0,8,0,23,0.615384615,6,12,8,1,14,0,0.428571429,1,0,2,29,0,106,25,29,4,0,1,1371,1371,51,1,0,27,87,0,328,0.723214286,1,328,11.31034483,11.31034483,8,100,1,2639,109,4,48,1,245,233,6694,0,1,0,3,0,0,4,25,0,0,0,0,29,6,0,0,6,23,27,0,2,0,4,0,0,0,TRUE
2020_Team4,jasml-0.10,com.jasml.compiler,com.jasml.compiler.SourceCodeParser,"private void parseMethods() throws com.jasml.compiler.ParsingException, com.jasml.compiler.GrammerException",0,0,2,1,0,3,12,3,0,2,0,5,0.333333333,0,0,1,1,0,0,0,1,0,2,29,0,106,25,29,4,0,1,1371,1371,51,1,0,27,87,0,328,0.723214286,1,328,11.31034483,11.31034483,8,100,1,2639,109,4,48,1,245,233,6694,0,1,0,3,0,0,4,25,0,0,0,0,29,6,0,0,6,23,27,0,2,0,4,0,0,0,FALSE
2020_Team4,jasml-0.10,com.jasml.compiler,com.jasml.compiler.SourceCodeParser,"private void parseMethodAttributes(com.jasml.classes.Method, ArrayList#RAW, com.jasml.compiler.SourceCodeParser.LabeledInstructions, com.jasml.classes.Attribute_Code, ArrayList#RAW) throws com.jasml.compiler.GrammerException, com.jasml.compiler.ParsingException",5,0,9,2,0,4,48,10,0,6,0,17,0.166666667,1,3,2,6,3,0,0.333333333,1,0,2,29,0,106,25,29,4,0,1,1371,1371,51,1,0,27,87,0,328,0.723214286,1,328,11.31034483,11.31034483,8,100,1,2639,109,4,48,1,245,233,6694,0,1,0,3,0,0,4,25,0,0,0,0,29,6,0,0,6,23,27,0,2,0,4,0,0,0,FALSE
2020_Team4,jasml-0.10,com.jasml.compiler,com.jasml.compiler.JavaClassDumpper,private void dumpAttribute(com.jasml.classes.Attribute) throws java.io.IOException,1,0,43,12,0,5,96,20,0,12,0,56,0.022727273,0,0,1,1,0,0,0,0,0,0,10,0,96,1,10,3,0,1,243,243,1,1,0,28,12,0,47,0.481481481,1,47,4.7,4.7,8,100,1,2639,109,4,48,1,245,233,6694,0,0,0,3,0,0,2,8,0,0,0,0,10,0,0,0,0,10,9,0,1,0,3,0,0,0,TRUE
2020_Team4,jasml-0.10,com.jasml.compiler,com.jasml.compiler.Scanner,private static void delComment(char[]) throws com.jasml.compiler.ParsingException,1,0,0,0,0,4,47,18,0,8,0,8,0,0,0,0,1,0,0,0,1,8,0,32,0,2,1,24,11,0,1,590,550,2,0.458333333,0,3,34,0,174,0.7771261,0.578947368,166,5.4375,6.916666667,8,100,1,2639,109,4,48,1,245,233,6694,0,22,0,1,1,1,19,13,0,0,0,0,32,5,0,0,5,27,20,0,4,1,22,0,0,1,TRUE
2020_Team4,jasml-0.10,com.jasml.compiler,com.jasml.compiler.SourceCodeParser,private void parseMaxStackOrLocals(com.jasml.classes.Attribute_Code) throws com.jasml.compiler.ParsingException,1,0,8,3,0,3,23,7,0,2,0,13,0.272727273,1,4,3,2,8,0,0.125,1,0,2,29,0,106,25,29,4,0,1,1371,1371,51,1,0,27,87,0,328,0.723214286,1,328,11.31034483,11.31034483,8,100,1,2639,109,4,48,1,245,233,6694,0,1,0,3,0,0,4,25,0,0,0,0,29,6,0,0,6,23,27,0,2,0,4,0,0,0,FALSE
2020_Team5,jasml-0.10,com.jasml.compiler,com.jasml.compiler.Scanner,public static void main(java.lang.String[]) throws java.lang.Exception,1,0,0,0,0,3,16,4,0,3,0,5,1,0,0,4,4,0,0,0,1,8,0,32,0,2,1,24,11,0,1,590,550,2,0.458333333,0,3,34,0,174,0.7771261,0.578947368,166,5.4375,6.916666667,8,100,1,2639,109,4,48,1,245,233,6694,0,22,0,1,1,1,19,13,0,0,0,0,32,5,0,0,5,27,20,0,4,1,22,0,0,1,FALSE
2020_Team5,jasml-0.10,com.jasml.compiler,com.jasml.compiler.SourceCodeParser,"private com.jasml.classes.Method parseMethod() throws com.jasml.compiler.ParsingException, com.jasml.compiler.GrammerException",0,0,10,3,0,3,33,6,0,6,0,23,0.294117647,5,6,5,3,6,0,0.833333333,1,0,2,29,0,106,25,29,4,0,1,1371,1371,51,1,0,27,87,0,328,0.723214286,1,328,11.31034483,11.31034483,8,100,1,2639,109,4,48,1,245,233,6694,0,1,0,3,0,0,4,25,0,0,0,0,29,6,0,0,6,23,27,0,2,0,4,0,0,0,TRUE
2020_Team5,jasml-0.10,com.jasml.compiler,com.jasml.compiler.SourceCodeParser,private void preprocessConstantValues() throws com.jasml.compiler.ParsingException,0,0,0,0,0,2,20,5,0,1,0,7,1,3,8,6,2,8,0,0.375,1,0,2,29,0,106,25,29,4,0,1,1371,1371,51,1,0,27,87,0,328,0.723214286,1,328,11.31034483,11.31034483,8,100,1,2639,109,4,48,1,245,233,6694,0,1,0,3,0,0,4,25,0,0,0,0,29,6,0,0,6,23,27,0,2,0,4,0,0,0,TRUE
2020_Team5,jasml-0.10,com.jasml.compiler,com.jasml.compiler.SourceCodeParser,"private void parseClassAttributes() throws com.jasml.compiler.GrammerException, com.jasml.compiler.ParsingException",0,0,3,2,0,3,19,4,0,4,0,10,0.5,1,3,3,2,3,0,0.333333333,1,0,2,29,0,106,25,29,4,0,1,1371,1371,51,1,0,27,87,0,328,0.723214286,1,328,11.31034483,11.31034483,8,100,1,2639,109,4,48,1,245,233,6694,0,1,0,3,0,0,4,25,0,0,0,0,29,6,0,0,6,23,27,0,2,0,4,0,0,0,TRUE
2020_Team5,jasml-0.10,com.jasml.compiler,com.jasml.compiler.ConstantPoolGenerator,"private int addMethodNameAndType(java.lang.String, java.lang.String, java.lang.String) ",3,0,0,0,0,2,19,2,0,7,0,10,1,2,3,3,3,3,0,0.666666667,0,1,0,25,0,11,14,24,6,0,1,312,304,16,1,0,15,41,0,62,0.701388889,0.923076923,61,2.48,2.541666667,8,100,1,2639,109,4,48,1,245,233,6694,0,6,0,0,0,0,13,12,0,0,0,0,25,1,0,0,1,24,23,0,1,0,6,0,0,0,TRUE
2020_Team5,jasml-0.10,com.jasml.compiler,com.jasml.compiler.SourceCodeParser,"private void updateLabelLinks(Hashtable#RAW, ArrayList#RAW) throws com.jasml.compiler.GrammerException",2,0,25,2,0,3,58,26,0,9,0,36,0,1,1,0,1,1,0,1,1,0,2,29,0,106,25,29,4,0,1,1371,1371,51,1,0,27,87,0,328,0.723214286,1,328,11.31034483,11.31034483,8,100,1,2639,109,4,48,1,245,233,6694,0,1,0,3,0,0,4,25,0,0,0,0,29,6,0,0,6,23,27,0,2,0,4,0,0,0,TRUE
2020_Team5,jasml-0.10,com.jasml.compiler,com.jasml.compiler.Scanner,private void consumeDigits() ,0,0,0,0,0,2,9,4,0,1,0,2,1,0,0,1,2,0,0,0,1,8,0,32,0,2,1,24,11,0,1,590,550,2,0.458333333,0,3,34,0,174,0.7771261,0.578947368,166,5.4375,6.916666667,8,100,1,2639,109,4,48,1,245,233,6694,0,22,0,1,1,1,19,13,0,0,0,0,32,5,0,0,5,27,20,0,4,1,22,0,0,0,FALSE
2020_Team5,jasml-0.10,com.jasml.compiler,com.jasml.compiler.Scanner,private void skipSpaces() ,0,0,0,0,0,2,10,4,0,1,0,2,1,0,0,1,2,0,0,0,1,8,0,32,0,2,1,24,11,0,1,590,550,2,0.458333333,0,3,34,0,174,0.7771261,0.578947368,166,5.4375,6.916666667,8,100,1,2639,109,4,48,1,245,233,6694,0,22,0,1,1,1,19,13,0,0,0,0,32,5,0,0,5,27,20,0,4,1,22,0,0,0,FALSE
2020_Team5,jasml-0.10,com.jasml.compiler,com.jasml.compiler.SourceCodeParser,"private com.jasml.classes.Field parseField() throws com.jasml.compiler.ParsingException, com.jasml.compiler.GrammerException",0,0,1,1,0,3,76,19,0,9,0,17,0.857142857,5,16,6,6,16,0,0.3125,1,0,2,29,0,106,25,29,4,0,1,1371,1371,51,1,0,27,87,0,328,0.723214286,1,328,11.31034483,11.31034483,8,100,1,2639,109,4,48,1,245,233,6694,0,1,0,3,0,0,4,25,0,0,0,0,29,6,0,0,6,23,27,0,2,0,4,0,0,0,TRUE
2020_Team5,jasml-0.10,com.jasml.compiler,com.jasml.compiler.SourceCodeParser,"private com.jasml.compiler.SourceCodeParser.LabeledInstructions parseMethodInstructions(com.jasml.classes.Method) throws com.jasml.compiler.ParsingException, com.jasml.compiler.GrammerException",1,0,56,2,0,6,523,139,0,25,0,105,0.3,7,19,24,6,19,0,0.368421053,1,0,2,29,0,106,25,29,4,0,1,1371,1371,51,1,0,27,87,0,328,0.723214286,1,328,11.31034483,11.31034483,8,100,1,2639,109,4,48,1,245,233,6694,0,1,0,3,0,0,4,25,0,0,0,0,29,6,0,0,6,23,27,0,2,0,4,0,0,0,TRUE
2020_Team5,jasml-0.10,com.jasml.compiler,com.jasml.compiler.SourceCodeParser,"private void parseClass() throws com.jasml.compiler.ParsingException, com.jasml.compiler.GrammerException",0,0,3,2,0,2,18,4,0,0,0,10,0.666666667,3,2,6,6,4,0,0.75,1,0,2,29,0,106,25,29,4,0,1,1371,1371,51,1,0,27,87,0,328,0.723214286,1,328,11.31034483,11.31034483,8,100,1,2639,109,4,48,1,245,233,6694,0,1,0,3,0,0,4,25,0,0,0,0,29,6,0,0,6,23,27,0,2,0,4,0,0,0,FALSE
2020_Team5,jasml-0.10,com.jasml.compiler,com.jasml.compiler.SourceCodeParser,private void parseClassSignature() throws com.jasml.compiler.ParsingException,0,0,5,1,0,5,40,10,0,2,0,16,0.583333333,4,7,7,1,8,0,0.5,1,0,2,29,0,106,25,29,4,0,1,1371,1371,51,1,0,27,87,0,328,0.723214286,1,328,11.31034483,11.31034483,8,100,1,2639,109,4,48,1,245,233,6694,0,1,0,3,0,0,4,25,0,0,0,0,29,6,0,0,6,23,27,0,2,0,4,0,0,0,TRUE
2020_Team5,jasml-0.10,com.jasml.compiler,com.jasml.compiler.SourceCodeParser,"private void parseFields() throws com.jasml.compiler.ParsingException, com.jasml.compiler.GrammerException",0,0,2,1,0,3,12,3,0,2,0,5,0.333333333,0,0,1,1,0,0,0,1,0,2,29,0,106,25,29,4,0,1,1371,1371,51,1,0,27,87,0,328,0.723214286,1,328,11.31034483,11.31034483,8,100,1,2639,109,4,48,1,245,233,6694,0,1,0,3,0,0,4,25,0,0,0,0,29,6,0,0,6,23,27,0,2,0,4,0,0,0,FALSE
2020_Team5,jasml-0.10,com.jasml.compiler,com.jasml.compiler.SourceCodeParser,"private void parseMajorOrMinor() throws com.jasml.compiler.GrammerException, com.jasml.compiler.ParsingException",0,0,4,2,0,4,23,6,0,2,0,8,0.428571429,1,3,3,2,3,0,0.333333333,1,0,2,29,0,106,25,29,4,0,1,1371,1371,51,1,0,27,87,0,328,0.723214286,1,328,11.31034483,11.31034483,8,100,1,2639,109,4,48,1,245,233,6694,0,1,0,3,0,0,4,25,0,0,0,0,29,6,0,0,6,23,27,0,2,0,4,0,0,0,TRUE
2020_Team5,jasml-0.10,com.jasml.compiler,com.jasml.compiler.SourceCodeParser,"private void parseMethodSignature(com.jasml.classes.Method, ArrayList#RAW) throws com.jasml.compiler.ParsingException, com.jasml.compiler.GrammerException",2,0,5,3,0,4,59,14,0,8,0,23,0.615384615,6,12,8,1,14,0,0.428571429,1,0,2,29,0,106,25,29,4,0,1,1371,1371,51,1,0,27,87,0,328,0.723214286,1,328,11.31034483,11.31034483,8,100,1,2639,109,4,48,1,245,233,6694,0,1,0,3,0,0,4,25,0,0,0,0,29,6,0,0,6,23,27,0,2,0,4,0,0,0,TRUE
2020_Team5,jasml-0.10,com.jasml.compiler,com.jasml.compiler.SourceCodeParser,"private void parseMethods() throws com.jasml.compiler.ParsingException, com.jasml.compiler.GrammerException",0,0,2,1,0,3,12,3,0,2,0,5,0.333333333,0,0,1,1,0,0,0,1,0,2,29,0,106,25,29,4,0,1,1371,1371,51,1,0,27,87,0,328,0.723214286,1,328,11.31034483,11.31034483,8,100,1,2639,109,4,48,1,245,233,6694,0,1,0,3,0,0,4,25,0,0,0,0,29,6,0,0,6,23,27,0,2,0,4,0,0,0,FALSE
2020_Team5,jasml-0.10,com.jasml.compiler,com.jasml.compiler.SourceCodeParser,"private void parseMethodAttributes(com.jasml.classes.Method, ArrayList#RAW, com.jasml.compiler.SourceCodeParser.LabeledInstructions, com.jasml.classes.Attribute_Code, ArrayList#RAW) throws com.jasml.compiler.GrammerException, com.jasml.compiler.ParsingException",5,0,9,2,0,4,48,10,0,6,0,17,0.166666667,1,3,2,6,3,0,0.333333333,1,0,2,29,0,106,25,29,4,0,1,1371,1371,51,1,0,27,87,0,328,0.723214286,1,328,11.31034483,11.31034483,8,100,1,2639,109,4,48,1,245,233,6694,0,1,0,3,0,0,4,25,0,0,0,0,29,6,0,0,6,23,27,0,2,0,4,0,0,0,TRUE
2020_Team5,jasml-0.10,com.jasml.compiler,com.jasml.compiler.JavaClassDumpper,private void dumpAttribute(com.jasml.classes.Attribute) throws java.io.IOException,1,0,43,12,0,5,96,20,0,12,0,56,0.022727273,0,0,1,1,0,0,0,0,0,0,10,0,96,1,10,3,0,1,243,243,1,1,0,28,12,0,47,0.481481481,1,47,4.7,4.7,8,100,1,2639,109,4,48,1,245,233,6694,0,0,0,3,0,0,2,8,0,0,0,0,10,0,0,0,0,10,9,0,1,0,3,0,0,0,TRUE
2020_Team5,jasml-0.10,com.jasml.compiler,com.jasml.compiler.Scanner,private static void delComment(char[]) throws com.jasml.compiler.ParsingException,1,0,0,0,0,4,47,18,0,8,0,8,0,0,0,0,1,0,0,0,1,8,0,32,0,2,1,24,11,0,1,590,550,2,0.458333333,0,3,34,0,174,0.7771261,0.578947368,166,5.4375,6.916666667,8,100,1,2639,109,4,48,1,245,233,6694,0,22,0,1,1,1,19,13,0,0,0,0,32,5,0,0,5,27,20,0,4,1,22,0,0,1,TRUE
2020_Team5,jasml-0.10,com.jasml.compiler,com.jasml.compiler.SourceCodeParser,private void parseMaxStackOrLocals(com.jasml.classes.Attribute_Code) throws com.jasml.compiler.ParsingException,1,0,8,3,0,3,23,7,0,2,0,13,0.272727273,1,4,3,2,8,0,0.125,1,0,2,29,0,106,25,29,4,0,1,1371,1371,51,1,0,27,87,0,328,0.723214286,1,328,11.31034483,11.31034483,8,100,1,2639,109,4,48,1,245,233,6694,0,1,0,3,0,0,4,25,0,0,0,0,29,6,0,0,6,23,27,0,2,0,4,0,0,0,TRUE
2020_Team6,jasml-0.10,com.jasml.compiler,com.jasml.compiler.Scanner,public static void main(java.lang.String[]) throws java.lang.Exception,1,0,0,0,0,3,16,4,0,3,0,5,1,0,0,4,4,0,0,0,1,8,0,32,0,2,1,24,11,0,1,590,550,2,0.458333333,0,3,34,0,174,0.7771261,0.578947368,166,5.4375,6.916666667,8,100,1,2639,109,4,48,1,245,233,6694,0,22,0,1,1,1,19,13,0,0,0,0,32,5,0,0,5,27,20,0,4,1,22,0,0,1,FALSE
2020_Team6,jasml-0.10,com.jasml.compiler,com.jasml.compiler.SourceCodeParser,"private com.jasml.classes.Method parseMethod() throws com.jasml.compiler.ParsingException, com.jasml.compiler.GrammerException",0,0,10,3,0,3,33,6,0,6,0,23,0.294117647,5,6,5,3,6,0,0.833333333,1,0,2,29,0,106,25,29,4,0,1,1371,1371,51,1,0,27,87,0,328,0.723214286,1,328,11.31034483,11.31034483,8,100,1,2639,109,4,48,1,245,233,6694,0,1,0,3,0,0,4,25,0,0,0,0,29,6,0,0,6,23,27,0,2,0,4,0,0,0,FALSE
